ID,Feature,Category,swap_proportion,Acc,Acc_after,Distortion_hellinger,Distortion_wasserstein,cramers_v_distortion,Distortion_kl,Distortion_js,hellinger_div,wasserstein_div,cramers_v_div,KL_div,JS_Div,Casuality,Importance,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_6,restecg,1.0,0.2,nan,nan,nan,0.00019994774956392142,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,2.0,0.2,100.0,100.0,nan,0.00019994774956392142,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,1.0,1.0,0,0,1.0,1.0
F_7,thalach,71.0-153.0,0.2,nan,nan,nan,0.00019994774956392142,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_7,thalach,154.0-202.0,0.2,50.0,50.0,nan,0.00019994774956392142,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0,0,0.5,0.5
F_8,exang,0.0,0.2,100.0,100.0,nan,0.00019994774956392142,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0,0,0.5,0.5
F_8,exang,1.0,0.2,nan,nan,nan,0.00019994774956392142,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_9,oldpeak,0.9-6.2,0.2,nan,nan,nan,0.00019994774956392142,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_9,oldpeak,0.0-0.8,0.2,50.0,50.0,nan,0.00019994774956392142,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0,0,0.5,0.5
F_10,ca,0.0-1.0,0.2,50.0,50.0,nan,0.00019994774956392142,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0,0,0.5,0.5
F_10,ca,2.0-3.0,0.2,nan,nan,nan,0.00019994774956392142,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_11,thal,3.0,0.2,100.0,100.0,nan,0.00019994774956392142,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_11,thal,6.0,0.2,100.0,100.0,nan,0.00019994774956392142,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,1.0,1.0,0,0,1.0,1.0
F_11,thal,7.0,0.2,nan,nan,nan,0.00019994774956392142,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_0,age,0.0,0.2,0.0,0.0,nan,5.297409549976696e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0
F_0,age,1.0,0.2,100.0,100.0,nan,5.297409549976696e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_1,sex,0.0,0.2,nan,nan,nan,5.297409549976696e-05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_1,sex,1.0,0.2,50.0,50.0,nan,5.297409549976696e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,50.0,0.0,0.0,0,0,0.0,0.0
F_2,cp,1.0-3.0,0.2,100.0,100.0,nan,5.297409549976696e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_2,cp,4.0,0.2,nan,nan,nan,5.297409549976696e-05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_3,trestbps,132.0-200.0,0.2,nan,nan,nan,5.297409549976696e-05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_3,trestbps,94.0-130.0,0.2,100.0,100.0,nan,5.297409549976696e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_4,chol,126.0-243.0,0.2,100.0,100.0,nan,5.297409549976696e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_4,chol,244.0-564.0,0.2,100.0,100.0,nan,5.297409549976696e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_5,fbs,0.0,0.2,50.0,50.0,nan,5.297409549976696e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,50.0,0.0,0.0,0,0,0.0,0.0
F_5,fbs,1.0,0.2,nan,nan,nan,5.297409549976696e-05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,0.0,0.2,100.0,100.0,nan,5.297409549976696e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_6,restecg,1.0,0.2,nan,nan,nan,5.297409549976696e-05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,2.0,0.2,0.0,0.0,nan,5.297409549976696e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0
F_7,thalach,71.0-153.0,0.2,nan,nan,nan,5.297409549976696e-05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_7,thalach,154.0-202.0,0.2,100.0,100.0,nan,5.297409549976696e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_8,exang,0.0,0.2,50.0,50.0,nan,5.297409549976696e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,50.0,0.0,0.0,0,0,0.0,0.0
F_8,exang,1.0,0.2,nan,nan,nan,5.297409549976696e-05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_9,oldpeak,0.9-6.2,0.2,nan,nan,nan,5.297409549976696e-05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_9,oldpeak,0.0-0.8,0.2,100.0,100.0,nan,5.297409549976696e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_10,ca,0.0-1.0,0.2,100.0,100.0,nan,5.297409549976696e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_10,ca,2.0-3.0,0.2,nan,nan,nan,5.297409549976696e-05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_11,thal,3.0,0.2,100.0,100.0,nan,5.297409549976696e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_11,thal,6.0,0.2,nan,nan,nan,5.297409549976696e-05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_11,thal,7.0,0.2,0.0,0.0,nan,5.297409549976696e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0
F_0,age,0.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0.0,0.0,1.0,1.0
F_0,age,1.0,0.2,nan,nan,nan,0.00012656339810907324,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_1,sex,0.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_1,sex,1.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_2,cp,1.0-3.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_2,cp,4.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_3,trestbps,132.0-200.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0.0,0.0,1.0,1.0
F_3,trestbps,94.0-130.0,0.2,nan,nan,nan,0.00012656339810907324,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_4,chol,126.0-243.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_4,chol,244.0-564.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_5,fbs,0.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0.0,0.0,1.0,1.0
F_5,fbs,1.0,0.2,nan,nan,nan,0.00012656339810907324,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,0.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_6,restecg,1.0,0.2,nan,nan,nan,0.00012656339810907324,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,2.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_7,thalach,71.0-153.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_7,thalach,154.0-202.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_8,exang,0.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_8,exang,1.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_9,oldpeak,0.9-6.2,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_9,oldpeak,0.0-0.8,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_10,ca,0.0-1.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0.0,0.0,1.0,1.0
F_10,ca,2.0-3.0,0.2,nan,nan,nan,0.00012656339810907324,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_11,thal,3.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_11,thal,6.0,0.2,0.0,0.0,nan,0.00012656339810907324,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_11,thal,7.0,0.2,nan,nan,nan,0.00012656339810907324,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_0,age,0.0,0.2,nan,nan,nan,0.00018017271088925332,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_0,age,1.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0.0,0.0,1.0,1.0
F_1,sex,0.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_1,sex,1.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_2,cp,1.0-3.0,0.2,nan,nan,nan,0.00018017271088925332,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_2,cp,4.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0.0,0.0,1.0,1.0
F_3,trestbps,132.0-200.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_3,trestbps,94.0-130.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_4,chol,126.0-243.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_4,chol,244.0-564.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_5,fbs,0.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0.0,0.0,1.0,1.0
F_5,fbs,1.0,0.2,nan,nan,nan,0.00018017271088925332,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,0.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0.0,0.0,1.0,1.0
F_6,restecg,1.0,0.2,nan,nan,nan,0.00018017271088925332,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,2.0,0.2,nan,nan,nan,0.00018017271088925332,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_7,thalach,71.0-153.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_7,thalach,154.0-202.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_8,exang,0.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_8,exang,1.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_9,oldpeak,0.9-6.2,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0.0,0.0,1.0,1.0
F_9,oldpeak,0.0-0.8,0.2,nan,nan,nan,0.00018017271088925332,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_10,ca,0.0-1.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0.0,0.0,1.0,1.0
F_10,ca,2.0-3.0,0.2,nan,nan,nan,0.00018017271088925332,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_11,thal,3.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_11,thal,6.0,0.2,nan,nan,nan,0.00018017271088925332,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_11,thal,7.0,0.2,0.0,0.0,nan,0.00018017271088925332,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_0,age,0.0,0.2,0.0,0.0,nan,0.00021232843050722301,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,0,0
F_0,age,1.0,0.2,0.0,0.0,nan,0.00021232843050722301,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0
F_1,sex,0.0,0.2,0.0,0.0,nan,0.00021232843050722301,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,1.0,1.0,0.0,0.0
F_1,sex,1.0,0.2,nan,nan,nan,0.00021232843050722301,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_2,cp,1.0-3.0,0.2,100.0,100.0,nan,0.00021232843050722301,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_2,cp,4.0,0.2,100.0,100.0,nan,0.00021232843050722301,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0
F_3,trestbps,132.0-200.0,0.2,100.0,100.0,nan,0.00021232843050722301,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0
F_3,trestbps,94.0-130.0,0.2,100.0,100.0,nan,0.00021232843050722301,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_4,chol,126.0-243.0,0.2,100.0,100.0,nan,0.00021232843050722301,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_4,chol,244.0-564.0,0.2,100.0,100.0,nan,0.00021232843050722301,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0
F_5,fbs,0.0,0.2,0.0,0.0,nan,0.00021232843050722301,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,1.0,1.0,0.0,0.0
F_5,fbs,1.0,0.2,nan,nan,nan,0.00021232843050722301,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,0.0,0.2,0.0,0.0,nan,0.00021232843050722301,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0
F_6,restecg,1.0,0.2,nan,nan,nan,0.00021232843050722301,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,2.0,0.2,0.0,0.0,nan,0.00021232843050722301,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,0,0
F_7,thalach,71.0-153.0,0.2,nan,nan,nan,0.00021232843050722301,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_7,thalach,154.0-202.0,0.2,100.0,100.0,nan,0.00021232843050722301,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0
F_8,exang,0.0,0.2,0.0,0.0,nan,0.00021232843050722301,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,1.0,1.0,0.0,0.0
F_8,exang,1.0,0.2,nan,nan,nan,0.00021232843050722301,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_9,oldpeak,0.9-6.2,0.2,nan,nan,nan,0.00021232843050722301,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_9,oldpeak,0.0-0.8,0.2,100.0,100.0,nan,0.00021232843050722301,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0
F_10,ca,0.0-1.0,0.2,100.0,100.0,nan,0.00021232843050722301,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0
F_10,ca,2.0-3.0,0.2,nan,nan,nan,0.00021232843050722301,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_11,thal,3.0,0.2,0.0,0.0,nan,0.00021232843050722301,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,1.0,1.0,0.0,0.0
F_11,thal,6.0,0.2,nan,nan,nan,0.00021232843050722301,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_11,thal,7.0,0.2,nan,nan,nan,0.00021232843050722301,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_0,age,0.0,0.2,nan,nan,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_0,age,1.0,0.2,0.0,0.0,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0,0,0.5,0.5
F_1,sex,0.0,0.2,0.0,0.0,nan,0.0003118033135833438,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0
F_1,sex,1.0,0.2,0.0,0.0,nan,0.0003118033135833438,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_2,cp,1.0-3.0,0.2,50.0,50.0,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0,0,0.5,0.5
F_2,cp,4.0,0.2,nan,nan,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_3,trestbps,132.0-200.0,0.2,nan,nan,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_3,trestbps,94.0-130.0,0.2,50.0,50.0,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0,0,0.5,0.5
F_4,chol,126.0-243.0,0.2,50.0,50.0,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0,0,0.5,0.5
F_4,chol,244.0-564.0,0.2,nan,nan,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_5,fbs,0.0,0.2,0.0,0.0,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0,0,0.5,0.5
F_5,fbs,1.0,0.2,nan,nan,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,0.0,0.2,0.0,0.0,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0,0,0.5,0.5
F_6,restecg,1.0,0.2,nan,nan,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,2.0,0.2,nan,nan,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_7,thalach,71.0-153.0,0.2,0.0,0.0,nan,0.0003118033135833438,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_7,thalach,154.0-202.0,0.2,100.0,100.0,nan,0.0003118033135833438,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_8,exang,0.0,0.2,0.0,0.0,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0,0,0.5,0.5
F_8,exang,1.0,0.2,nan,nan,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_9,oldpeak,0.9-6.2,0.2,nan,nan,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_9,oldpeak,0.0-0.8,0.2,50.0,50.0,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0,0,0.5,0.5
F_10,ca,0.0-1.0,0.2,50.0,50.0,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0,0,0.5,0.5
F_10,ca,2.0-3.0,0.2,nan,nan,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_11,thal,3.0,0.2,0.0,0.0,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0,0,0.5,0.5
F_11,thal,6.0,0.2,nan,nan,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_11,thal,7.0,0.2,nan,nan,nan,0.0003118033135833438,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_0,age,0.0,0.4,0.0,0.0,nan,0.00029713478593770414,0.9983977311455843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.333,0.333,0.333,0.333,0,0
F_0,age,1.0,0.4,100.0,100.0,nan,0.00029713478593770414,0.9983977311455843,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_1,sex,0.0,0.4,50.0,50.0,nan,0.00029713478593770414,0.9983977311455843,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
