ID,Features,Category,Feature_category,Swap,Swap_ratio,Distance_measure,Value
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.8,swat_0.8,wasserstein,0.00279465043769217
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.8,swat_0.8,cramers_v,0.9964638121381718
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.8,swat_0.8,JS_Divergence,0.01926406936354559
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.95,swat_0.95,Hellinger,0.09355844074330268
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.95,swat_0.95,wasserstein,0.00559325889149789
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.95,swat_0.95,cramers_v,0.9892078429459652
F_4,capital-loss,1887-4356,capital-loss (1887-4356),0.95,swat_0.95,JS_Divergence,0.03303505062373155
F_5,hours-per-week,1-40,hours-per-week (1-40),0.01,swat_0.01,Hellinger,0.0
F_5,hours-per-week,1-40,hours-per-week (1-40),0.01,swat_0.01,wasserstein,0.0
F_5,hours-per-week,1-40,hours-per-week (1-40),0.01,swat_0.01,cramers_v,1.0
F_5,hours-per-week,1-40,hours-per-week (1-40),0.01,swat_0.01,JS_Divergence,0.0
F_5,hours-per-week,1-40,hours-per-week (1-40),0.05,swat_0.05,Hellinger,0.0006497327553519701
F_5,hours-per-week,1-40,hours-per-week (1-40),0.05,swat_0.05,wasserstein,2.387175088169e-05
F_5,hours-per-week,1-40,hours-per-week (1-40),0.05,swat_0.05,cramers_v,1.0
F_5,hours-per-week,1-40,hours-per-week (1-40),0.05,swat_0.05,JS_Divergence,0.00023215401431269002
F_5,hours-per-week,1-40,hours-per-week (1-40),0.1,swat_0.1,Hellinger,0.013415878099253159
F_5,hours-per-week,1-40,hours-per-week (1-40),0.1,swat_0.1,wasserstein,0.00028775538783057505
F_5,hours-per-week,1-40,hours-per-week (1-40),0.1,swat_0.1,cramers_v,0.9987810554689199
F_5,hours-per-week,1-40,hours-per-week (1-40),0.1,swat_0.1,JS_Divergence,0.00297348453219274
F_5,hours-per-week,1-40,hours-per-week (1-40),0.2,swat_0.2,Hellinger,0.04502160099117963
F_5,hours-per-week,1-40,hours-per-week (1-40),0.2,swat_0.2,wasserstein,0.000472118444581182
F_5,hours-per-week,1-40,hours-per-week (1-40),0.2,swat_0.2,cramers_v,0.9969679091858176
F_5,hours-per-week,1-40,hours-per-week (1-40),0.2,swat_0.2,JS_Divergence,0.00723615707752179
F_5,hours-per-week,1-40,hours-per-week (1-40),0.4,swat_0.4,Hellinger,0.11895456077175329
F_5,hours-per-week,1-40,hours-per-week (1-40),0.4,swat_0.4,wasserstein,0.0009022098153217801
F_5,hours-per-week,1-40,hours-per-week (1-40),0.4,swat_0.4,cramers_v,0.9894122376576338
F_5,hours-per-week,1-40,hours-per-week (1-40),0.4,swat_0.4,JS_Divergence,0.01357297811429491
F_5,hours-per-week,1-40,hours-per-week (1-40),0.6,swat_0.6,Hellinger,0.1663517440902914
F_5,hours-per-week,1-40,hours-per-week (1-40),0.6,swat_0.6,wasserstein,0.00084690062423377
F_5,hours-per-week,1-40,hours-per-week (1-40),0.6,swat_0.6,cramers_v,0.9816866496414098
F_5,hours-per-week,1-40,hours-per-week (1-40),0.6,swat_0.6,JS_Divergence,0.01544390747142232
F_5,hours-per-week,1-40,hours-per-week (1-40),0.8,swat_0.8,Hellinger,0.27757356051760906
F_5,hours-per-week,1-40,hours-per-week (1-40),0.8,swat_0.8,wasserstein,0.0011785364256694602
F_5,hours-per-week,1-40,hours-per-week (1-40),0.8,swat_0.8,cramers_v,0.9732668527245467
F_5,hours-per-week,1-40,hours-per-week (1-40),0.8,swat_0.8,JS_Divergence,0.02221556340839892
F_5,hours-per-week,1-40,hours-per-week (1-40),0.95,swat_0.95,Hellinger,0.3130827667629113
F_5,hours-per-week,1-40,hours-per-week (1-40),0.95,swat_0.95,wasserstein,0.00132400511395321
F_5,hours-per-week,1-40,hours-per-week (1-40),0.95,swat_0.95,cramers_v,0.9677262460458154
F_5,hours-per-week,1-40,hours-per-week (1-40),0.95,swat_0.95,JS_Divergence,0.023092600387165728
F_5,hours-per-week,41-99,hours-per-week (41-99),0.01,swat_0.01,Hellinger,0.0
F_5,hours-per-week,41-99,hours-per-week (41-99),0.01,swat_0.01,wasserstein,0.0
F_5,hours-per-week,41-99,hours-per-week (41-99),0.01,swat_0.01,cramers_v,1.0
F_5,hours-per-week,41-99,hours-per-week (41-99),0.01,swat_0.01,JS_Divergence,0.0
F_5,hours-per-week,41-99,hours-per-week (41-99),0.05,swat_0.05,Hellinger,0.0
F_5,hours-per-week,41-99,hours-per-week (41-99),0.05,swat_0.05,wasserstein,0.0
F_5,hours-per-week,41-99,hours-per-week (41-99),0.05,swat_0.05,cramers_v,1.0
F_5,hours-per-week,41-99,hours-per-week (41-99),0.05,swat_0.05,JS_Divergence,0.0
F_5,hours-per-week,41-99,hours-per-week (41-99),0.1,swat_0.1,Hellinger,0.01326414823814267
F_5,hours-per-week,41-99,hours-per-week (41-99),0.1,swat_0.1,wasserstein,0.00053592697020409
F_5,hours-per-week,41-99,hours-per-week (41-99),0.1,swat_0.1,cramers_v,0.9980490008380253
F_5,hours-per-week,41-99,hours-per-week (41-99),0.1,swat_0.1,JS_Divergence,0.00431828431116754
F_5,hours-per-week,41-99,hours-per-week (41-99),0.2,swat_0.2,Hellinger,0.048423247139116075
F_5,hours-per-week,41-99,hours-per-week (41-99),0.2,swat_0.2,wasserstein,0.00108483991385417
F_5,hours-per-week,41-99,hours-per-week (41-99),0.2,swat_0.2,cramers_v,0.998168915260427
F_5,hours-per-week,41-99,hours-per-week (41-99),0.2,swat_0.2,JS_Divergence,0.01196143211084108
F_5,hours-per-week,41-99,hours-per-week (41-99),0.4,swat_0.4,Hellinger,0.08693142746239631
F_5,hours-per-week,41-99,hours-per-week (41-99),0.4,swat_0.4,wasserstein,0.0011113487769828698
F_5,hours-per-week,41-99,hours-per-week (41-99),0.4,swat_0.4,cramers_v,0.9920624768565395
F_5,hours-per-week,41-99,hours-per-week (41-99),0.4,swat_0.4,JS_Divergence,0.014905613438601962
F_5,hours-per-week,41-99,hours-per-week (41-99),0.6,swat_0.6,Hellinger,0.13199013816505845
F_5,hours-per-week,41-99,hours-per-week (41-99),0.6,swat_0.6,wasserstein,0.0013282511218503002
F_5,hours-per-week,41-99,hours-per-week (41-99),0.6,swat_0.6,cramers_v,0.9884305997517939
F_5,hours-per-week,41-99,hours-per-week (41-99),0.6,swat_0.6,JS_Divergence,0.01887209195979095
F_5,hours-per-week,41-99,hours-per-week (41-99),0.8,swat_0.8,Hellinger,0.15539650995881416
F_5,hours-per-week,41-99,hours-per-week (41-99),0.8,swat_0.8,wasserstein,0.00128216445574509
F_5,hours-per-week,41-99,hours-per-week (41-99),0.8,swat_0.8,cramers_v,0.9789394634435057
F_5,hours-per-week,41-99,hours-per-week (41-99),0.8,swat_0.8,JS_Divergence,0.01934444604291011
F_5,hours-per-week,41-99,hours-per-week (41-99),0.95,swat_0.95,Hellinger,0.20365273495699535
F_5,hours-per-week,41-99,hours-per-week (41-99),0.95,swat_0.95,wasserstein,0.00186847464104118
F_5,hours-per-week,41-99,hours-per-week (41-99),0.95,swat_0.95,cramers_v,0.9772063991750255
F_5,hours-per-week,41-99,hours-per-week (41-99),0.95,swat_0.95,JS_Divergence,0.02306897458754257
